clean_number,event_number,axis_scatter,numb_pix,energy,size,Xc[0],Yc[0],con2,length[0],width[0],dist[0],dist[1],azwidth[1],miss[1],alpha[0],alpha[1],a_axis[0],b_axis[0],x_max_coord,y_max_coord,skewness_l,kurtosis_l,skewness_w,kurtosis_w,con1,con3,edge,source_x,source_y,x_ground,y_ground,tel_tet,tel_fi,source_tet,source_fi,Xmax,num_islands,con_selected_island
2729,1208,0,10,128.947,362.735,-1.56871,2.35879,0.349283,0.557125,0.122565,2.8328,2.84145,0.122757,0.0359446,25.3281,0.724816,-0.601958,11.7288,-1.809,2.50662,-0.0288352,109.449,0.0703259,0.279046,0.186089,0.457827,0,0.846984,0.862696,-524.759,47.6627,0.697759,5.27527,0.682566,-0.984477,379.164,1,1
2730,1208,2,19,128.947,4652.61,0.805714,1.69869,0.657003,0.313912,0.14041,1.88008,0.837011,0.14068,0.0259733,29.9801,1.77823,-12.4168,97.0404,0.9045,1.56664,0.990098,25.4961,-0.194167,0.912581,0.398505,0.782726,0,0.846984,0.862696,-78.2464,105.129,0.697759,5.27527,0.682566,-0.984477,379.164,1,1
2731,1208,5,16,128.947,667.209,1.43652,-1.52035,0.397746,0.689203,0.119608,2.09166,2.45488,0.121112,0.0688333,27.8741,1.60675,-3.60539,30.3389,1.2663,-0.939984,0.711413,370.461,-0.0480469,0.297944,0.20418,0.499436,0,0.846984,0.862696,346.349,-362.916,0.697759,5.27527,0.682566,-0.984477,379.164,1,1
2732,1209,0,11,34.2585,340.15,1.68345,3.40622,0.337783,0.526308,0.150454,3.79952,2.67921,0.150718,0.0473599,6.96862,1.01286,2.85057,-11.547,1.6281,3.4466,-0.0281548,90.3082,-0.194072,0.850857,0.178953,0.465695,1,0.841381,0.86278,-242.754,229.976,0.552616,5.79493,0.537375,-0.459567,503.072,1,1
2733,1209,1,7,34.2585,284.517,3.03397,0.119073,0.450746,0.384918,0.119842,3.03631,2.31529,0.120448,0.076413,22.8753,1.89131,-0.376428,10.4573,2.7135,0.313328,0.0378585,25.6132,-0.316828,0.273468,0.24788,0.635168,1,0.841381,0.86278,217.396,182.057,0.552616,5.79493,0.537375,-0.459567,503.072,1,1
2734,1209,4,20,34.2585,935.519,-1.09412,1.18207,0.278317,0.594623,0.170492,1.6107,1.96166,0.171062,0.0480197,39.2481,1.40269,-0.139912,8.53222,-1.0854,1.25331,0.453074,178.222,-0.0419166,1.21559,0.140894,0.405079,1,0.841381,0.86278,-116.347,-152.181,0.552616,5.79493,0.537375,-0.459567,503.072,1,1
2735,1210,0,16,103.899,603.285,-1.53846,0.26876,0.361115,0.547972,0.158121,1.56176,2.45313,0.15932,0.0912031,26.0549,2.13065,0.289499,5.92158,-1.6281,0.313328,0.126349,115.516,-0.309087,1.08546,0.187565,0.484688,0,0.841638,0.862848,176.182,-321.903,0.558262,6.49424,0.543022,0.239483,376.87,1,1
2736,1210,1,9,103.899,285.56,2.09522,3.23674,0.328012,0.444334,0.151377,3.8557,2.68455,0.151558,0.0475432,4.06403,1.01476,1.8151,-4.69554,2.1708,3.13328,-0.0804183,42.8966,0.516855,0.383757,0.201226,0.454003,1,0.841638,0.862848,-476.969,99.9441,0.558262,6.49424,0.543022,0.239483,376.87,1,1
2737,1210,4,19,103.899,4752.85,-0.0834974,0.798739,0.493932,0.346994,0.160569,0.803091,0.927354,0.166197,0.12928,83.9902,8.01352,0.212148,6.76992,0.1809,0.939984,0.931145,33.9799,-0.206718,1.14924,0.294884,0.67254,0,0.841638,0.862848,39.6386,-110.76,0.558262,6.49424,0.543022,0.239483,376.87,1,1
2738,1210,5,9,103.899,282.014,0.377705,-1.85721,0.40631,0.499185,0.115123,1.89523,2.75934,0.115221,0.0269861,20.6144,0.560356,6.23007,-34.9116,0.5427,-1.56664,0.198774,80.698,0.00283824,0.203121,0.233134,0.559635,0,0.841638,0.862848,540.866,39.2109,0.558262,6.49424,0.543022,0.239483,376.87,1,1
2739,1210,7,10,103.899,391.888,3.07383,2.21543,0.386519,0.440321,0.15833,3.78901,2.61002,0.161679,0.207958,9.13825,4.56998,0.501714,5.5825,3.0753,2.19329,0.215002,47.0766,-0.431818,1.64735,0.212403,0.512139,1,0.841638,0.862848,-307.721,285.261,0.558262,6.49424,0.543022,0.239483,376.87,1,1
2740,1210,8,10,103.899,451.154,3.01038,0.0314236,0.410232,0.417162,0.168843,3.01054,2.32265,0.169037,0.0493756,22.7914,1.2181,-0.407957,10.4438,2.8944,0,-0.166245,32.8905,0.120006,2.18654,0.225743,0.551122,1,0.841638,0.862848,84.3542,371.027,0.558262,6.49424,0.543022,0.239483,376.87,1,1
2741,1211,5,25,140.202,2051.41,-1.08606,0.921396,0.451868,0.604375,0.146138,1.42426,1.92767,0.149123,0.0975846,41.4708,2.90173,0.0202516,7.82248,-0.9045,0.939984,0.609292,213.824,-0.340731,2.02323,0.230641,0.58356,1,0.840716,0.862812,-2.73555,-259.026,0.539006,6.28476,0.523759,0.0309127,381.291,1,1
2742,1211,9,16,140.202,719.363,-1.36647,2.26724,0.309521,0.589747,0.148266,2.64719,2.61612,0.149175,0.075373,28.105,1.65098,-0.596535,12.0406,-1.2663,2.19329,-0.00594833,169.994,0.139377,0.777266,0.200213,0.409461,0,0.840716,0.862812,-231.526,-333.552,0.539006,6.28476,0.523759,0.0309127,381.291,1,1
2743,1212,0,15,112.977,803.89,-0.599998,-0.587828,0.363684,0.583861,0.128694,0.839964,2.04865,0.128802,0.0190009,1.19389,0.531418,1.02141,0.207438,-0.7236,-0.626656,0.756227,216.674,0.185909,0.451977,0.189515,0.515531,1,0.846706,0.862692,153.858,-363.613,0.682938,5.77189,0.667741,-0.487427,333.105,1,1
2744,1212,1,7,112.977,289.184,3.09731,0.65983,0.577082,0.359498,0.0924172,3.16681,2.25972,0.0924937,0.0244652,16.5564,0.620334,-0.0792324,7.50611,3.2562,0.626656,-0.173422,20.8021,2.20832,0.278032,0.322224,0.770447,0,0.846706,0.862692,254.07,358.455,0.682938,5.77189,0.667741,-0.487427,333.105,1,1
2745,1212,2,17,112.977,1284.76,1.96971,-0.303611,0.493809,0.480805,0.133202,1.99297,1.61907,0.133897,0.0477385,39.0106,1.68962,-1.10181,15.4779,1.809,0,0.583102,90.971,-0.136104,0.613452,0.257282,0.635947,1,0.846706,0.862692,305.178,36.3804,0.682938,5.77189,0.667741,-0.487427,333.105,1,1
2746,1214,3,25,55.3926,3284.39,1.54453,1.84985,0.563855,0.492437,0.156054,2.40988,1.21178,0.156416,0.0276241,3.09907,1.30624,1.33863,-1.80508,1.2663,1.56664,1.46992,166.992,-0.372432,1.40832,0.360091,0.670804,0,0.841619,0.862765,-29.1254,145.014,0.562098,5.47762,0.546861,-0.777317,428.557,1,1
2747,1214,4,14,55.3926,255.164,-2.5221,0.55069,0.337767,0.739627,0.143578,2.58152,3.37817,0.143829,0.0395481,18.2883,0.670776,0.104598,6.75371,-2.1708,0.626656,0.456855,368.87,0.240233,0.827643,0.187225,0.436441,1,0.841619,0.862765,-265.754,-315.32,0.562098,5.47762,0.546861,-0.777317,428.557,1,1
2748,1214,7,10,55.3926,209.925,0.563664,-2.15485,0.380293,0.606123,0.128113,2.22736,3.03039,0.132402,0.171003,23.1565,3.23487,6.69309,-49.1502,0.5427,-1.56664,0.179175,135.634,-0.999311,0.50681,0.244049,0.502522,0,0.841619,0.862765,314.648,-382.834,0.562098,5.47762,0.546861,-0.777317,428.557,2,0.861135
2749,1214,8,19,55.3926,1109.53,-0.747216,2.03919,0.377976,0.666851,0.144791,2.17178,1.97696,0.148064,0.094026,36.0844,2.72607,-0.669222,12.7623,-0.3618,1.87997,0.851303,335.812,-0.413993,1.23453,0.214767,0.507007,0,0.841619,0.862765,-239.094,-16.9602,0.562098,5.47762,0.546861,-0.777317,428.557,1,1
2750,1216,0,15,55.8499,1613.95,1.52107,1.22985,0.63136,0.276384,0.144806,1.95606,0.768186,0.145435,0.044094,7.11121,3.2906,0.621129,2.3637,1.4472,1.25331,0.584411,12.0212,0.266797,1.1843,0.465843,0.795616,0,0.846332,0.862651,-72.5693,82.1587,0.679958,6.44264,0.664761,0.183403,329.615,1,1
2751,1216,4,10,55.8499,134.942,-2.29867,-0.0840011,0.396941,0.667518,0.116411,2.30021,3.28439,0.123045,0.199146,18.1353,3.47622,0.368485,6.32692,-1.809,0,0.312782,227.594,-0.119927,0.201565,0.209364,0.508107,0,0.846332,0.862651,288.298,-485.896,0.679958,6.44264,0.664761,0.183403,329.615,1,1
2752,1216,9,5,55.8499,73.171,-2.04441,0.326517,0.612182,0.2972,0.114873,2.07032,2.94004,0.129353,0.637852,32.1113,12.5302,0.42524,9.91613,-1.9899,0.313328,0.467753,10.0772,0.197803,0.193228,0.411666,0.759919,0,0.846332,0.862651,227.692,-540.199,0.679958,6.44264,0.664761,0.183403,329.615,1,1
2753,1217,0,10,22.0703,354.905,2.17128,0.527311,0.549479,0.410059,0.125598,2.23439,1.36723,0.125659,0.0137294,28.4244,0.575362,-0.263726,9.12051,1.809,0.626656,0.5027,39.7513,-0.355516,0.443711,0.347087,0.669283,0,0.845818,0.86267,192.08,119.645,0.656823,5.59103,0.641619,-0.667487,314.247,1,1
2754,1217,4,10,22.0703,415.816,1.76136,1.74754,0.607324,0.390726,0.123604,2.48119,1.27327,0.123659,0.0126469,0.181232,0.569106,0.985897,0.0913852,1.6281,1.56664,0.957035,50.681,0.246504,0.46522,0.369053,0.679707,0,0.845818,0.86267,-45.4583,229.395,0.656823,5.59103,0.641619,-0.667487,314.247,1,1
2755,1217,5,4,22.0703,86.148,-0.873777,0.0116569,0.754643,0.267707,0.0902959,0.873854,1.91865,0.0916617,0.120015,30.6811,3.58629,0.575414,4.26567,-0.7236,0,0.145029,7.02483,0.116653,0.0384178,0.425036,0.895923,0,0.845818,0.86267,-44.9621,-365.098,0.656823,5.59103,0.641619,-0.667487,314.247,1,1
2756,1217,7,4,22.0703,134.344,2.04261,-0.146491,0.641153,0.248035,0.107885,2.04786,1.56548,0.114262,0.263816,26.3343,9.70184,-0.58755,8.73671,1.809,0,0.216401,3.50636,0.0264545,0.215582,0.380843,0.848374,0,0.845818,0.86267,322.657,20.8892,0.656823,5.59103,0.641619,-0.667487,314.247,1,1
2757,1218,4,20,128.565,1649.05,-0.986661,1.10239,0.340372,0.582193,0.155863,1.47945,1.84821,0.156098,0.0282143,39.8445,0.874697,-0.146355,7.94353,-0.5427,0.939984,0.757051,203.927,0.136425,0.837802,0.207445,0.452433,1,0.845942,0.862697,-16.7093,-268.786,0.661822,6.36288,0.646619,0.104203,378.98,1,1
2758,1218,5,6,128.565,159.26,-1.52858,2.99512,0.44455,0.387645,0.106953,3.36263,3.19148,0.106983,0.0217047,20.6473,0.389661,-0.910404,13.296,-1.2663,2.81995,0.0214149,28.3198,-0.116839,0.163483,0.237028,0.642886,1,0.845942,0.862697,-437.043,-465.066,0.661822,6.36288,0.646619,0.104203,378.98,1,1
2759,1218,6,8,128.565,187.736,-2.13182,0.165438,0.38414,0.451335,0.127083,2.13823,3.0583,0.131116,0.227873,21.8892,4.27304,0.314373,6.92889,-1.6281,0.313328,-0.00839916,53.2034,-0.127171,0.360106,0.200324,0.563792,0,0.845942,0.862697,206.104,-527.16,0.661822,6.36288,0.646619,0.104203,378.98,1,1
2760,1218,7,20,128.565,611.216,-1.99328,0.624651,0.279719,0.814323,0.170751,2.08886,2.84918,0.171761,0.066541,23.5307,1.33823,0.107413,6.95486,-1.4472,0.626656,0.494378,563.739,0.126551,1.88263,0.147786,0.391336,1,0.845942,0.862697,81.4569,-438.703,0.661822,6.36288,0.646619,0.104203,378.98,1,1
2761,1219,4,15,32.0513,1328.12,0.709513,2.02556,0.552576,0.414421,0.127375,2.14623,1.17027,0.129092,0.0622715,28.8546,3.05023,-5.94373,51.7638,0.7236,1.87997,1.0846,71.2736,-0.167885,0.508921,0.392946,0.690194,0,0.841991,0.862816,-120.864,147.838,0.564752,5.26738,0.549515,-0.987667,381.818,1,1
2762,1219,7,17,32.0513,1540.89,1.84021,0.711531,0.495358,0.404253,0.152037,1.97298,1.00962,0.152631,0.036241,31.8144,2.05712,-0.1885,8.77621,1.809,0.626656,1.45876,92.9727,0.284181,0.723289,0.312936,0.648706,0,0.841991,0.862816,107.516,41.2012,0.564752,5.26738,0.549515,-0.987667,381.818,1,1
2763,1219,8,10,32.0513,309.546,-0.912492,0.137382,0.426415,0.507211,0.120054,0.922776,1.89854,0.122164,0.0870959,33.6552,2.62937,0.46829,4.68236,-0.5427,0.313328,0.513238,95.3079,-0.183979,0.277038,0.255865,0.558382,0,0.841991,0.862816,-151.349,-244.27,0.564752,5.26738,0.549515,-0.987667,381.818,1,1
2764,1220,3,6,28.9255,398.825,1.26664,-0.40484,0.616155,0.332222,0.0996606,1.32976,1.33585,0.101029,0.0698397,50.8744,2.99685,-2.55159,23.442,1.2663,-0.313328,0.232543,14.3709,-1.24417,0.216375,0.374949,0.795773,0,0.84489,0.862688,277.153,-36.9961,0.637554,5.90295,0.622344,-0.354937,363.835,1,1
2765,1221,2,10,133.326,181.884,-1.64492,-2.15401,0.295969,0.62441,0.136429,2.71026,3.9097,0.137367,0.102795,3.64098,1.50661,1.15003,-2.17496,-1.2663,-1.56664,0.124111,157.118,-0.743354,0.509236,0.148809,0.442249,0,0.842047,0.862741,538.071,-224.372,0.566539,6.49341,0.551304,0.238283,489.024,1,1
2766,1221,5,5,133.326,159.658,3.11349,-1.58764,0.670345,0.278065,0.113045,3.49492,3.34123,0.113051,0.015678,19.8833,0.268848,-1.06867,14.4251,3.0753,-1.56664,-0.616982,8.46903,0.930762,0.327041,0.394255,0.830876,1,0.842047,0.862741,344.359,412.321,0.566539,6.49341,0.551304,0.238283,489.024,1,1
2767,1222,1,12,33.5156,382.252,0.551309,-1.0899,0.404189,0.627877,0.116458,1.2214,1.97474,0.118746,0.0742357,33.2578,2.15441,8.87891,-49.6263,0.5427,-0.939984,0.427939,205.267,0.191433,0.322339,0.216789,0.554061,0,0.845932,0.862735,292.089,-161.827,0.667412,5.89813,0.65221,-0.360727,438.514,1,1
2768,1222,8,10,33.5156,226.768,-0.865856,2.64131,0.406451,0.575468,0.131367,2.77961,2.46851,0.132075,0.0602093,24.3563,1.39764,-1.09107,14.068,-0.5427,2.19329,0.176107,119.651,0.854808,0.544102,0.21843,0.538484,1,0.845932,0.862735,-384.19,-113.093,0.667412,5.89813,0.65221,-0.360727,438.514,1,1
2769,1224,1,9,99.8208,204.268,2.11499,-2.26553,0.426998,0.512193,0.110147,3.09932,3.37614,0.12433,0.389235,27.5576,6.62034,-3.61221,44.5625,2.1708,-2.50662,-0.327602,90.086,0.0762424,0.216417,0.249256,0.593818,0,0.8451,0.862687,585.029,-112.662,0.637732,5.76495,0.622522,-0.492937,448.879,2,0.88373
2770,1225,1,15,183.919,314.924,-2.32603,-1.28896,0.259228,0.663393,0.162612,2.65929,3.83285,0.162863,0.0539144,5.96472,0.805973,0.699105,2.79584,-2.1708,-1.25331,-0.0126951,208.183,-0.0736896,1.09293,0.134013,0.369965,1,0.845861,0.862741,-1.19786,-632.113,0.667662,5.56672,0.65246,-0.692147,430.985,1,1
2771,1225,2,13,183.919,909.262,3.26819,1.16451,0.3418,0.452294,0.161383,3.46946,2.44105,0.162328,0.101057,10.1379,2.37267,0.166876,5.13377,3.2562,1.25331,-0.0331034,51.1945,0.184441,1.3396,0.204743,0.470025,0,0.845861,0.862741,202.348,306.4,0.667662,5.56672,0.65246,-0.692147,430.985,1,1
2772,1225,3,25,183.919,2261.03,2.05939,-0.844124,0.362595,0.653317,0.155195,2.22568,2.09429,0.155645,0.0390375,31.232,1.06805,-1.35242,16.0949,1.809,-0.626656,0.812982,343.966,0.382358,1.18683,0.185544,0.489564,1,0.845861,0.862741,320.175,-63.6229,0.667662,5.56672,0.65246,-0.692147,430.985,1,1
2773,1225,8,27,183.919,1780.57,-1.59294,0.609406,0.358929,0.749586,0.151297,1.70553,2.45192,0.151326,0.0099186,27.0975,0.231776,0.107968,6.4792,-1.0854,0.626656,0.824116,571.304,-0.0808425,1.37023,0.196573,0.480011,1,0.845861,0.862741,-171.949,-258.157,0.667662,5.56672,0.65246,-0.692147,430.985,1,1
2774,1225,9,21,183.919,875.888,-1.69882,-0.747666,0.289136,0.803872,0.142035,1.85607,3.01144,0.143652,0.081789,10.1293,1.55631,0.67157,3.26043,-1.4472,-0.626656,0.430298,586.918,-0.343658,0.831232,0.15194,0.402445,1,0.845861,0.862741,-19.5926,-437.23,0.667662,5.56672,0.65246,-0.692147,430.985,1,1
2775,1226,1,11,33.7602,398.546,1.83722,2.43753,0.441665,0.468216,0.133232,3.05236,1.86141,0.133943,0.057142,3.02914,1.75916,1.48384,-2.3932,1.809,2.50662,0.00148149,65.3209,-0.514501,0.709635,0.226872,0.565586,0,0.844829,0.862725,-313.016,4.23911,0.63637,6.74576,0.621159,0.487913,382.69,1,1
2776,1226,4,7,33.7602,128.649,3.07568,-0.569514,0.403462,0.416771,0.157102,3.12796,2.65103,0.164749,0.340709,14.8266,7.38404,-0.473062,7.34222,2.7135,-0.313328,-0.295693,31.4016,0.819875,1.10484,0.213535,0.58515,1,0.844829,0.862725,101.652,426.14,0.63637,6.74576,0.621159,0.487913,382.69,1,1
2777,1226,6,11,33.7602,1429.2,-0.158307,0.906579,0.707696,0.327287,0.10445,0.920297,1.00409,0.111838,0.1294,84.9961,7.40444,0.0857521,7.6298,-0.1809,0.939984,0.6338,19.7448,-2.38788,0.762444,0.380864,0.831107,0,0.844829,0.862725,73.6412,-142.651,0.63637,6.74576,0.621159,0.487913,382.69,1,1
2778,1227,2,6,68.3196,90.171,-0.522135,-2.33069,0.44908,0.487076,0.0911967,2.38846,3.47444,0.104187,0.365833,4.53329,6.04402,3.23837,-5.30533,-0.5427,-2.19329,0.0129105,66.0356,0.138852,0.0706106,0.24845,0.625833,0,0.846849,0.862688,346.038,-547.921,0.693496,5.58584,0.678302,-0.673787,488.944,1,1
2779,1227,7,16,68.3196,880.892,2.71863,0.199114,0.430877,0.481238,0.149855,2.72591,1.98592,0.152357,0.119402,27.156,3.44695,-0.423798,11.2045,2.3517,0.313328,0.180795,73.1749,-0.564292,1.01757,0.217544,0.553283,1,0.846849,0.862688,239.059,111.65,0.693496,5.58584,0.678302,-0.673787,488.944,1,1
2780,1228,0,27,155.181,1871.98,-0.818496,2.34516,0.371823,0.664411,0.164818,2.48389,2.22704,0.165092,0.0329003,28.1827,0.846467,-0.918823,13.2098,-0.5427,2.19329,0.706667,340.522,0.266411,1.96705,0.187516,0.483643,1,0.843497,0.862759,-197.498,-232.812,0.601058,6.37064,0.585835,0.114083,419.547,1,1
2781,1228,3,10,155.181,205.14,0.189756,-3.15788,0.344584,0.701378,0.113926,3.16357,4.07344,0.113943,0.0115116,12.8359,0.161918,6.04236,-35.692,0.1809,-2.81995,-0.0537246,300.722,-0.127675,0.193809,0.204884,0.455528,0,0.843497,0.862759,754.84,-36.3812,0.601058,6.37064,0.585835,0.114083,419.547,1,1
2782,1228,5,9,155.181,275.591,-0.157498,3.76176,0.330602,0.472481,0.143522,3.76505,3.06695,0.149985,0.296734,11.0996,5.55218,-4.16623,25.7511,-0.1809,4.07327,-0.0856917,68.994,1.01453,1.2617,0.16871,0.488507,1,0.843497,0.862759,-534.368,-218.984,0.601058,6.37064,0.585835,0.114083,419.547,1,1
2783,1229,0,17,75.1773,432.09,2.04486,-1.32511,0.234773,0.558797,0.190862,2.43667,2.49427,0.192531,0.120117,31.1155,2.76026,-2.05572,23.8686,2.1708,-1.25331,0.181019,132.153,-0.182888,2.12053,0.12228,0.34082,0,0.847026,0.862712,477.306,44.4742,0.706242,5.9766,0.691051,-0.283387,393.44,1,1
2784,1229,1,8,75.1773,156.404,-2.22536,2.41865,0.417278,0.529507,0.10954,3.28665,3.44391,0.110357,0.089123,22.0074,1.48289,-0.474322,11.3028,-2.1708,2.50662,-0.0360801,86.0788,-0.395102,0.164395,0.218485,0.581967,0,0.847026,0.862712,-453.272,-377.94,0.706242,5.9766,0.691051,-0.283387,393.44,1,1
2785,1229,2,14,75.1773,516.003,1.21681,3.17389,0.341471,0.520948,0.164705,3.39915,2.34058,0.165264,0.0643159,10.3111,1.57461,5.31021,-27.2607,1.0854,2.50662,0.500831,100.807,0.318836,1.57398,0.171701,0.495722,1,0.847026,0.862712,-406.435,178.094,0.706242,5.9766,0.691051,-0.283387,393.44,1,1
2786,1229,5,6,75.1773,130.672,2.99808,-0.840942,0.587723,0.300113,0.135517,3.11379,2.74399,0.13568,0.0681912,24.1351,1.42401,-0.833273,13.7419,2.8944,-0.626656,0.241029,8.58083,-0.308935,0.392271,0.365801,0.722817,1,0.847026,0.862712,497.29,240.065,0.706242,5.9766,0.691051,-0.283387,393.44,1,1
2787,1230,5,7,43.8752,96.635,-1.57758,2.51498,0.365054,0.497406,0.112373,2.96882,2.93391,0.12218,0.2904,29.3061,5.68046,-0.5451,13.7233,-1.4472,2.50662,0.0622644,67.8396,0.434352,0.227647,0.198934,0.524179,0,0.846828,0.862685,-504.721,-115.279,0.696917,5.62926,0.681724,-0.630467,364.785,1,1
2788,1231,3,19,149.793,1941.72,1.5603,-0.614009,0.330842,0.556984,0.155997,1.67676,1.63992,0.156655,0.0440168,44.2738,1.53805,-2.22037,23.6355,1.4472,-0.626656,0.762585,169.647,0.170082,0.722266,0.168289,0.461452,0,0.846975,0.862649,287.732,84.7073,0.698444,6.21005,0.683252,-0.0497173,390.361,1,1
2789,1231,5,16,149.793,653.753,1.43964,3.34824,0.328213,0.58449,0.151457,3.64462,2.55527,0.15208,0.0622812,8.45839,1.39664,3.78278,-17.3929,1.4472,3.13328,0.180714,144.858,-0.00312695,0.809159,0.165015,0.436208,1,0.846975,0.862649,-503.028,125.886,0.698444,6.21005,0.683252,-0.0497173,390.361,1,1
2790,1231,6,23,149.793,5607.28,-0.180942,1.04813,0.576359,0.432151,0.138053,1.06363,1.04452,0.139585,0.0526109,67.0897,2.88713,-0.232996,8.34138,0.1809,0.939984,1.26304,94.8649,0.47133,0.801753,0.354785,0.683565,1,0.846975,0.862649,-49.9601,-164.908,0.698444,6.21005,0.683252,-0.0497173,390.361,1,1
2791,1231,7,26,149.793,6177.9,0.552987,1.8721,0.542607,0.394436,0.16013,1.95206,1.05139,0.160139,0.00482658,32.4307,0.263028,-3.4933,31.541,0.5427,1.56664,1.47604,92.2546,-0.232965,1.63804,0.316653,0.67187,1,0.846975,0.862649,-174.735,-29.7714,0.698444,6.21005,0.683252,-0.0497173,390.361,1,1
2792,1233,8,56,84.7939,11076.7,1.1535,1.84487,0.351478,0.54681,0.240493,2.1758,1.02934,0.240509,0.00572255,14.9203,0.318533,3.25148,-15.802,1.0854,1.87997,1.28633,257.063,-0.0635754,12.837,0.178335,0.507617,1,0.84545,0.862702,-52.4558,-37.6435,0.651695,7.12852,0.636489,0.870163,579.386,1,1
2793,1234,1,20,28.3152,989.814,1.34978,2.32211,0.293187,0.816503,0.145314,2.68591,1.54466,0.146372,0.0337773,12.2919,1.25299,3.10044,-15.446,1.0854,1.87997,0.737605,629.58,-0.150141,0.565333,0.152885,0.409414,1,0.843589,0.862745,-157.007,117.05,0.606162,5.92305,0.590941,-0.333707,376.987,1,1
2794,1235,1,7,103.44,150.863,3.20118,-0.399337,0.444755,0.4042,0.125568,3.22599,2.67591,0.12628,0.0932658,23.0283,1.99738,-0.580589,12.0998,3.618,-0.626656,-0.487278,31.6743,0.0825503,0.293734,0.260488,0.60543,1,0.841599,0.862765,110.433,496.365,0.554648,6.62159,0.539408,0.367003,399.517,1,1
2795,1235,8,16,103.44,435.065,-1.20947,-1.45808,0.278287,0.849624,0.133055,1.89442,3.09729,0.133075,0.00833974,1.94765,0.154274,1.1254,-0.803736,-1.0854,-1.25331,0.435192,677.406,-0.0369885,0.423024,0.154483,0.38976,1,0.841599,0.862765,457.486,-145.198,0.554648,6.62159,0.539408,0.367003,399.517,1,1
2796,1236,2,22,158.368,918.123,2.19746,-1.37116,0.332241,0.689639,0.143604,2.59016,2.61184,0.144265,0.0534252,28.002,1.17207,-1.72961,20.146,2.1708,-1.25331,0.446627,325.073,-0.426768,1.03129,0.178575,0.452835,1,0.844186,0.862753,210.988,359.137,0.615944,6.87249,0.600726,0.615373,413.74,1,1
2797,1236,4,16,158.368,664.24,2.07136,-1.6359,0.343871,0.596475,0.127932,2.63945,2.78374,0.12917,0.0852475,23.7872,1.75486,-1.8877,18.8575,1.809,-1.25331,0.292242,172.904,0.724485,0.735522,0.187824,0.499818,0,0.844186,0.862753,267.424,393.685,0.615944,6.87249,0.600726,0.615373,413.74,1,1
2798,1236,7,29,158.368,1287.51,-0.175632,-1.54064,0.307187,0.941132,0.148969,1.55062,2.61081,0.149174,0.0219399,16.0076,0.481491,2.41288,-9.26086,0,-1.25331,0.91274,1511.56,0.709733,1.30296,0.170086,0.414013,1,0.844186,0.862753,364.647,94.6439,0.615944,6.87249,0.600726,0.615373,413.74,1,1
2799,1236,9,28,158.368,1473.01,0.00808655,-1.53686,0.31938,0.920277,0.139129,1.53688,2.54111,0.13997,0.0427964,20.4764,0.965001,2.7216,-12.926,0.1809,-0.939984,0.909057,1415.84,-0.0835373,0.781365,0.185912,0.434725,1,0.844186,0.862753,358.773,117.303,0.615944,6.87249,0.600726,0.615373,413.74,1,1
2800,1237,0,14,25.7532,1529.26,0.0155552,1.31637,0.642819,0.38125,0.128582,1.31646,0.945357,0.134742,0.106084,68.4443,6.44307,-0.408758,10.9679,0,1.25331,1.08841,51.3322,-0.2477,0.575844,0.339108,0.749063,0,0.844963,0.862735,0.707953,-99.9134,0.63705,6.83696,0.621839,0.579093,435.744,1,1
2801,1238,6,24,80.8683,2704.56,0.708307,2.34736,0.484515,0.557852,0.150847,2.45189,1.49077,0.150917,0.0127761,22.5007,0.491038,-10.0017,78.2056,0.7236,1.87997,1.14761,226.484,0.26102,1.63474,0.31165,0.590826,0,0.843901,0.862766,-165.456,132.649,0.613358,5.51172,0.598139,-0.745307,437.72,1,1
2802,1238,8,11,80.8683,302.174,-1.4957,2.99069,0.384692,0.545839,0.131505,3.34385,3.16256,0.131558,0.0224179,20.7361,0.406146,-0.922563,13.3567,-1.2663,2.81995,-0.0586318,107.04,-0.325026,0.500395,0.246752,0.520108,1,0.843901,0.862766,-473.356,6.93717,0.613358,5.51172,0.598139,-0.745307,437.72,1,1
2803,1239,0,12,95.5608,377.312,3.03201,1.67935,0.441359,0.530083,0.137081,3.46603,2.33253,0.137404,0.0428894,9.54032,1.05359,0.352953,5.05139,2.7135,1.56664,0.179116,126.477,0.525654,0.572889,0.232121,0.539477,1,0.847116,0.862707,149.022,379.719,0.705973,5.49187,0.690782,-0.768107,363.569,1,1
