clean_number,event_number,axis_scatter,numb_pix,energy,size,Xc[0],Yc[0],con2,length[0],width[0],dist[0],dist[1],azwidth[1],miss[1],alpha[0],alpha[1],a_axis[0],b_axis[0],x_max_coord,y_max_coord,skewness_l,kurtosis_l,skewness_w,kurtosis_w,con1,con3,edge,source_x,source_y,x_ground,y_ground,tel_tet,tel_fi,source_tet,source_fi,Xmax,num_islands,con_selected_island
2651,1176,5,25,188.815,1370.69,0.354782,3.26569,0.298945,0.653333,0.177669,3.2849,2.45266,0.177816,0.0281462,18.4092,0.657528,-4.62169,40.6748,0.3618,3.13328,0.337402,251.494,-0.311973,2.06854,0.173043,0.394374,1,0.845921,0.862703,-370.286,168.808,0.665523,5.67976,0.650321,-0.579037,432.997,1,1
2652,1176,6,11,188.815,256.326,0.0042034,-2.55064,0.325004,0.686929,0.11685,2.55065,3.5156,0.117374,0.0575436,13.0091,0.937864,4.3611,-21.3016,0,-2.50662,-0.112064,244.265,-0.205844,0.272856,0.167228,0.4758,0,0.845921,0.862703,501.16,-511.149,0.665523,5.67976,0.650321,-0.579037,432.997,1,1
2653,1176,8,17,188.815,520.395,-2.3523,-0.577663,0.257558,0.913291,0.128179,2.42219,3.5076,0.12818,0.00152019,10.4727,0.0248318,0.450886,4.00462,-2.5326,-0.626656,0.392189,902.268,-0.331447,0.439108,0.137038,0.376364,1,0.845921,0.862703,-45.2277,-532.458,0.665523,5.67976,0.650321,-0.579037,432.997,1,1
2654,1176,9,30,188.815,2953.62,0.323729,2.80575,0.403694,0.666143,0.158792,2.82437,2.01199,0.159249,0.0374994,22.6924,1.06794,-3.46216,32.5585,0.3618,2.50662,0.774495,344.448,-0.0646173,1.74909,0.204695,0.502801,1,0.845921,0.862703,-286.135,111.395,0.665523,5.67976,0.650321,-0.579037,432.997,1,1
2655,1178,2,7,158.977,147.084,-2.83392,-0.522448,0.530418,0.475373,0.0862339,2.88167,3.93076,0.0982641,0.396134,4.40494,5.78397,0.265153,1.89863,-3.2562,-0.626656,-0.267926,60.2449,-0.06224,0.0800498,0.27523,0.709642,0,0.84468,0.862768,-223.472,-568.636,0.632318,5.47058,0.617105,-0.787127,462.684,1,1
2656,1178,4,7,158.977,256.815,3.20602,0.032207,0.546771,0.331041,0.128891,3.20618,2.50315,0.128898,0.0112562,20.2117,0.257648,-0.356794,9.75204,3.2562,0,-0.646591,20.4608,-0.200099,0.381958,0.337095,0.713272,1,0.84468,0.862768,440.009,148.822,0.632318,5.47058,0.617105,-0.787127,462.684,1,1
2657,1178,8,23,158.977,687.424,-2.37921,0.268364,0.281427,0.890599,0.153381,2.3943,3.27823,0.154045,0.0533699,15.9492,0.932822,0.167589,5.53146,-1.9899,0.313328,0.23734,779.569,0.398315,1.16692,0.156916,0.35999,1,0.84468,0.862768,-229.319,-353.261,0.632318,5.47058,0.617105,-0.787127,462.684,1,1
2658,1179,5,15,183.871,570.231,-0.349276,-2.05698,0.326082,0.871715,0.111109,2.08642,3.15457,0.111406,0.0296575,13.15,0.538671,2.38043,-10.1621,-0.1809,-1.56664,0.742334,974.142,-0.0842058,0.3366,0.16628,0.432041,1,0.845107,0.86274,566.332,-205.194,0.646967,6.24848,0.631759,-0.00972735,387.502,1,1
2659,1179,7,11,183.871,290.433,-0.0112576,-2.41515,0.346039,0.640673,0.119049,2.41517,3.38791,0.126189,0.225207,10.563,3.81148,5.22728,-19.5382,0,-2.50662,0.219694,172.785,0.286524,0.425786,0.177346,0.508734,0,0.845107,0.86274,694.326,-170.252,0.646967,6.24848,0.631759,-0.00972735,387.502,1,1
2660,1179,8,28,183.871,3838.1,-0.685335,0.969508,0.544771,0.555861,0.126829,1.18728,1.53416,0.127358,0.0328823,51.9814,1.22814,-0.048253,7.76483,-0.5427,0.939984,1.10618,224.784,0.74522,1.25888,0.281305,0.677106,1,0.845107,0.86274,-23.1236,-214.367,0.646967,6.24848,0.631759,-0.00972735,387.502,1,1
2661,1180,0,16,117.111,1139.03,2.93059,1.08057,0.3202,0.501366,0.162753,3.12345,2.09657,0.163903,0.0856859,11.9331,2.34231,0.146007,5.41197,2.7135,0.939984,0.302691,87.9521,-0.125126,1.20296,0.161109,0.443633,0,0.84537,0.862707,204.442,208.004,0.648664,5.38131,0.633457,-0.876947,418.394,1,1
2662,1181,2,7,23.7051,107.904,-0.207462,2.75653,0.450595,0.468652,0.116606,2.76432,2.16717,0.11774,0.0778273,22.726,2.05805,-1.96007,19.485,-0.1809,2.81995,0.282796,54.3803,-1.58759,0.398871,0.240417,0.623415,1,0.846114,0.862697,-276.037,-305.472,0.665385,6.66216,0.650183,0.403373,368.571,1,1
2663,1181,3,5,23.7051,133.237,2.10706,2.26788,0.656694,0.281498,0.106308,3.09564,1.88799,0.107377,0.109511,2.3338,3.32525,0.992051,1.47236,1.9899,2.19329,-0.07753,8.07675,-0.642651,0.182127,0.399371,0.795192,0,0.846114,0.862697,-366.025,86.9107,0.665385,6.66216,0.650183,0.403373,368.571,1,1
2664,1181,4,9,23.7051,309.694,0.165691,-0.976556,0.473099,0.568601,0.0905196,0.990512,1.96108,0.0986679,0.137164,33.9421,4.01073,2.21347,-11.1385,0.3618,-0.626656,0.593812,141.718,0.509846,0.198941,0.274707,0.644572,0,0.846114,0.862697,342.541,34.5181,0.665385,6.66216,0.650183,0.403373,368.571,1,1
2665,1181,5,10,23.7051,895.581,1.04116,1.25406,0.685284,0.285853,0.133423,1.62993,0.437274,0.13347,0.00611494,14.0107,0.801264,2.07878,-7.54805,1.0854,1.25331,0.960048,16.8311,0.543541,0.828993,0.428477,0.765563,0,0.846114,0.862697,-47.0138,-3.90384,0.665385,6.66216,0.650183,0.403373,368.571,1,1
2666,1182,1,20,176.188,853.398,-2.23567,-0.237668,0.267643,0.775576,0.148776,2.24827,3.26964,0.149341,0.0557809,12.622,0.977528,0.338291,4.30049,-1.4472,0,0.175844,421.001,-0.0540914,0.92404,0.13799,0.394944,0,0.843221,0.862779,-212.924,-341.746,0.596149,5.31796,0.580924,-0.938407,475.256,1,1
2667,1182,3,6,176.188,220.458,3.23325,-0.788927,0.661428,0.29722,0.121049,3.32811,2.90523,0.121533,0.115991,18.647,2.28813,-0.633628,10.4457,3.4371,-0.939984,-0.813974,10.9227,0.724713,0.537108,0.462682,0.784027,1,0.843221,0.862779,491.425,-52.7261,0.596149,5.31796,0.580924,-0.938407,475.256,1,1
2668,1182,6,21,176.188,777.362,2.12859,-2.24373,0.220255,0.826988,0.149459,3.09277,3.36193,0.149613,0.0280759,21.4919,0.47849,-2.47514,25.0814,2.1708,-2.50662,0.124026,605.67,0.0414624,0.865926,0.11144,0.32494,1,0.843221,0.862779,391.257,-288.001,0.596149,5.31796,0.580924,-0.938407,475.256,1,1
2669,1183,0,5,161.326,211.13,3.6132,1.19714,0.575797,0.267441,0.120188,3.80636,2.7921,0.12366,0.340037,18.4497,6.99516,-0.00206772,9.98846,3.618,1.25331,0.02276,5.0102,-1.67212,0.451588,0.318955,0.820717,0,0.841188,0.862831,305.607,324.264,0.547341,5.4194,0.532097,-0.834847,450.397,1,1
2670,1183,5,16,161.326,847.546,2.7786,-0.812078,0.331902,0.536394,0.152009,2.89484,2.56103,0.156156,0.177973,28.537,3.98486,-0.994034,16.1687,2.5326,-0.626656,-0.0627854,107.943,-0.27142,1.41966,0.200953,0.460511,1,0.841188,0.862831,372.35,-31.3998,0.547341,5.4194,0.532097,-0.834847,450.397,1,1
2671,1183,7,42,161.326,11776.7,1.31926,1.98087,0.406417,0.53396,0.188459,2.37998,1.21596,0.188717,0.0240104,11.6436,1.13144,2.47261,-10.623,1.2663,1.56664,1.38293,244.108,-0.163658,2.94492,0.223579,0.551518,1,0.841188,0.862831,-42.8086,110.121,0.547341,5.4194,0.532097,-0.834847,450.397,1,1
2672,1183,9,10,161.326,139.81,-3.09684,-1.2392,0.289207,0.703892,0.134132,3.33557,4.46392,0.138146,0.213556,9.02557,2.7421,0.596934,5.05313,-2.7135,-0.939984,-0.111293,230.843,-0.141502,0.508394,0.150297,0.42615,1,0.841188,0.862831,-210.451,-637.24,0.547341,5.4194,0.532097,-0.834847,450.397,1,1
2673,1184,0,16,169.238,609.111,0.143583,3.45893,0.320909,0.553746,0.158181,3.46191,2.68909,0.15839,0.0412139,16.6049,0.878167,-3.94388,33.3765,0.1809,3.4466,0.147949,130.984,0.332815,0.969195,0.174055,0.442292,1,0.84438,0.862756,-353.657,-289.694,0.619275,6.72614,0.604058,0.468903,415.117,1,1
2674,1184,1,11,169.238,218.454,2.14032,-2.61941,0.35602,0.582945,0.150486,3.38264,3.7155,0.152774,0.173784,16.1579,2.68086,-2.34511,19.8994,1.9899,-2.19329,0.29629,139.227,0.668496,1.26719,0.185064,0.507901,1,0.84438,0.862756,485.117,441.845,0.619275,6.72614,0.604058,0.468903,415.117,1,1
2675,1184,4,18,169.238,508.129,1.68455,-2.13168,0.254835,0.76611,0.146023,2.71694,3.11007,0.147341,0.0813181,24.1428,1.49827,-3.95932,37.6285,1.6281,-2.19329,0.291527,509.772,-0.188195,0.884679,0.136365,0.372848,1,0.84438,0.862756,435.735,348.282,0.619275,6.72614,0.604058,0.468903,415.117,1,1
2676,1184,6,22,169.238,1161.01,2.87542,1.84532,0.344937,0.606479,0.172967,3.41661,2.25623,0.173968,0.072325,8.71109,1.83697,0.4448,4.69596,2.3517,1.56664,0.319688,184.275,0.125955,1.79028,0.179239,0.442467,1,0.84438,0.862756,-262.905,182.398,0.619275,6.72614,0.604058,0.468903,415.117,1,1
2677,1185,6,12,57.9783,347.212,-1.19128,-0.114297,0.37251,0.523064,0.140159,1.19675,2.2599,0.1462,0.186527,24.8683,4.73443,0.585493,4.83575,-1.0854,0,0.41041,99.9365,-0.247487,0.598361,0.225064,0.487454,0,0.846528,0.862682,198.731,-347.842,0.682112,6.25359,0.666915,-0.00570735,348.747,1,1
2678,1186,0,14,169.99,296.943,-2.75201,0.730595,0.269718,0.645182,0.147468,2.84734,3.59558,0.149954,0.155648,14.4934,2.48104,-0.00653372,5.90891,-2.8944,0.626656,0.0263737,218.144,0.713547,0.40789,0.144378,0.362527,1,0.841141,0.86277,-263.218,-444.89,0.549555,5.69395,0.534313,-0.560407,418.341,1,1
2679,1186,3,38,169.99,8685.9,1.30719,-0.24288,0.470252,0.568076,0.160986,1.32956,1.19986,0.161011,0.00623402,56.3205,0.297689,-2.33838,23.3318,1.0854,0,1.80442,439.059,0.0664824,1.88622,0.288135,0.605056,1,0.841141,0.86277,151.022,-36.0894,0.549555,5.69395,0.534313,-0.560407,418.341,1,1
2680,1186,7,39,169.99,8756.81,1.47592,-0.149876,0.562504,0.570696,0.146625,1.48351,1.19516,0.153548,0.0987809,56.8609,4.74096,-1.93409,22.4269,1.2663,0.313328,1.5606,357.539,-0.988151,2.18585,0.288966,0.685211,1,0.841141,0.86277,159.191,-22.8867,0.549555,5.69395,0.534313,-0.560407,418.341,1,1
2681,1187,2,11,103.958,222.99,2.18919,-2.24603,0.263438,0.683325,0.109194,3.13643,3.38683,0.114497,0.172916,23.8107,2.92653,-2.68103,30.0435,1.809,-1.25331,0.042439,251.004,-0.00428042,0.205786,0.136168,0.38947,1,0.845113,0.862682,592.336,78.958,0.643765,6.07163,0.628557,-0.186467,484.56,1,1
2682,1189,3,15,199.063,307.833,-2.6988,-1.01113,0.268652,0.797867,0.133032,2.882,4.00867,0.136072,0.145742,9.41376,2.08354,0.576249,4.51121,-2.3517,-0.939984,0.398651,510.883,0.220998,0.449736,0.149987,0.377874,1,0.84493,0.862735,-3.58744,-628.981,0.637022,5.6987,0.621811,-0.559167,400.132,1,1
2683,1189,8,40,199.063,5671.83,-0.465554,-0.0393542,0.403277,0.802467,0.153737,0.467214,1.59095,0.153829,0.0107299,30.0967,0.386424,0.69835,2.36953,0.1809,0.313328,1.54331,1312,-0.0128861,1.60792,0.209768,0.581835,1,0.84493,0.862735,24.1576,-200.048,0.637022,5.6987,0.621811,-0.559167,400.132,1,1
2684,1189,9,22,199.063,838.618,-2.13344,1.31204,0.298025,0.739056,0.173379,2.50459,3.01206,0.173388,0.00759714,23.1568,0.144514,-0.148276,8.2562,-1.4472,1.25331,0.190139,366.801,0.220949,2.06934,0.152769,0.40658,1,0.84493,0.862735,-299.86,-324.036,0.637022,5.6987,0.621811,-0.559167,400.132,1,1
2685,1190,5,40,134.144,9820.39,0.841607,2.06657,0.507955,0.5086,0.170362,2.23137,1.20373,0.170538,0.019446,23.0746,0.92564,-62.5461,453.614,0.7236,1.87997,-1.47844,209.033,0.222272,3.02105,0.28315,0.682484,1,0.841404,0.862832,-80.3838,101.317,0.552426,5.36646,0.537184,-0.888027,458.248,1,1
2686,1190,9,18,134.144,667.722,-2.24891,-0.487072,0.249598,0.928474,0.124551,2.30106,3.37229,0.125605,0.0594945,12.387,1.01088,0.457992,4.50177,-1.9899,-0.313328,0.353302,880.281,-0.14568,0.341802,0.131758,0.352485,0,0.841404,0.862832,-175.291,-371.045,0.552426,5.36646,0.537184,-0.888027,458.248,1,1
2687,1191,2,9,178.356,276.357,2.66866,-1.33578,0.430928,0.431178,0.140309,2.9843,2.85479,0.140311,0.00549346,23.8829,0.110254,-1.21193,15.7417,2.7135,-1.56664,-0.203118,42.3449,1.53,1.33693,0.216097,0.637693,1,0.847515,0.862687,677.103,163.474,0.708868,5.97096,0.693678,-0.289087,338.177,1,1
2688,1191,3,14,178.356,379.511,-1.83623,-0.954365,0.354809,0.679028,0.134494,2.06944,3.24102,0.135097,0.0620735,7.73496,1.09742,0.705362,2.82624,-1.4472,-0.626656,0.230366,250.098,-0.155652,0.605116,0.187576,0.456735,0,0.847515,0.862687,262.763,-597.978,0.708868,5.97096,0.693678,-0.289087,338.177,1,1
2689,1191,4,18,178.356,694.095,-1.26387,-0.811095,0.313463,0.725378,0.134576,1.50175,2.69435,0.135236,0.0504502,6.78771,1.0729,0.823696,1.90674,-1.0854,-0.626656,0.591801,438.114,0.10743,0.552703,0.183324,0.42484,1,0.847515,0.862687,251.033,-465.202,0.708868,5.97096,0.693678,-0.289087,338.177,1,1
2690,1191,6,21,178.356,1334.32,-0.928223,-0.149514,0.342759,0.635593,0.144363,0.940187,2.04397,0.145615,0.0629149,22.2974,1.76389,0.611548,3.46715,-0.7236,0,0.81212,299.759,0.150006,0.763764,0.235651,0.447282,0,0.847515,0.862687,118.587,-343.548,0.708868,5.97096,0.693678,-0.289087,338.177,1,1
2691,1192,0,12,140.822,201.122,0.22736,-2.91781,0.253239,0.715731,0.147762,2.92665,3.83091,0.147762,0.00192609,13.7274,0.0288069,6.12555,-35.7423,0.1809,-2.81995,-0.164166,307.197,-0.711587,0.897095,0.133456,0.37076,0,0.846489,0.862741,793.624,-208.257,0.675234,6.16149,0.660034,-0.0975973,374.849,1,1
2692,1192,1,19,140.822,664.295,-1.2867,-0.731809,0.322769,0.709933,0.154966,1.48025,2.66329,0.155221,0.0342216,7.88522,0.736237,0.76772,2.12287,-1.0854,-0.626656,0.512676,371.023,-0.624326,1.33613,0.16886,0.425388,1,0.846489,0.862741,261.21,-360.07,0.675234,6.16149,0.660034,-0.0975973,374.849,1,1
2693,1192,4,14,140.822,440.522,0.828068,-1.7876,0.332708,0.610133,0.136229,1.97008,2.65041,0.136327,0.0230638,24.7545,0.498593,-570.961,3905.53,0.9045,-1.56664,-0.333982,202.15,0.0457512,0.51398,0.197214,0.461478,0,0.846489,0.862741,567.269,-72.3168,0.675234,6.16149,0.660034,-0.0975973,374.849,1,1
2694,1192,5,6,140.822,198.03,3.24753,0.66265,0.682664,0.334446,0.0902744,3.31445,2.40937,0.0917091,0.120892,19.1726,2.87607,-0.134136,9.10664,3.618,0.626656,-0.44043,15.135,1.55163,0.189356,0.345892,0.841024,0,0.846489,0.862741,102.167,451.931,0.675234,6.16149,0.660034,-0.0975973,374.849,1,1
2695,1192,6,13,140.822,369.859,0.2103,3.52912,0.365537,0.556855,0.135295,3.53538,2.74122,0.135447,0.0325833,17.511,0.681058,-3.98094,36.2049,0.3618,3.13328,0.222798,129.685,0.13235,0.440973,0.189994,0.50426,1,0.846489,0.862741,-564.822,-46.8478,0.675234,6.16149,0.660034,-0.0975973,374.849,1,1
2696,1192,7,10,140.822,686.472,2.71287,-0.346376,0.433654,0.496857,0.123343,2.73489,2.22381,0.123688,0.0426067,26.7585,1.09781,-0.675388,12.3206,2.1708,0,0.320351,71.0743,0.214581,0.354597,0.216893,0.545177,1,0.846489,0.862741,283.889,269.23,0.675234,6.16149,0.660034,-0.0975973,374.849,1,1
2697,1192,8,19,140.822,830.621,-0.617024,-0.949734,0.336079,0.660627,0.151236,1.13257,2.32958,0.151236,0.000487767,5.92071,0.0119966,1.23791,-1.54157,-0.3618,-0.626656,0.380064,263.832,-0.849217,1.58454,0.195102,0.471659,0,0.846489,0.862741,323.811,-274.317,0.675234,6.16149,0.660034,-0.0975973,374.849,1,1
2698,1194,1,8,49.4092,287.379,2.74067,-0.426363,0.437454,0.486728,0.109834,2.77364,2.29475,0.110283,0.048087,26.5373,1.20073,-0.710134,12.6027,2.7135,-0.313328,0.287573,64.4441,-0.113682,0.194537,0.254051,0.572408,1,0.842257,0.862788,275.715,221.521,0.574032,6.0676,0.558799,-0.187857,424.292,1,1
2699,1194,3,7,49.4092,146.193,1.28684,-1.80246,0.445206,0.473478,0.103903,2.21468,2.70208,0.105491,0.106656,28.3164,2.26217,-7.90704,69.4246,1.2663,-1.56664,-0.185477,63.5864,-0.474944,0.16148,0.260245,0.594338,0,0.842257,0.862788,489.576,-36.4081,0.574032,6.0676,0.558799,-0.187857,424.292,1,1
2700,1195,1,12,159.976,309.281,-2.32197,2.23253,0.286506,0.647726,0.147004,3.22114,3.45246,0.148767,0.124981,22.5722,2.07459,-0.389941,11.0042,-1.809,1.87997,0.122538,204.363,0.611012,0.678965,0.152059,0.416362,1,0.847083,0.862643,281.747,-528.101,0.698201,7.26206,0.683009,1.0023,372.029,1,1
2701,1195,2,6,159.976,100.706,-1.74102,-2.21455,0.511886,0.551695,0.0743882,2.81698,4.02087,0.078163,0.176507,4.40831,2.51597,1.08818,-2.65338,-1.4472,-1.87997,0.346432,96.8578,-0.445228,0.0435557,0.301859,0.712599,0,0.847083,0.862643,845.992,364.235,0.698201,7.26206,0.683009,1.0023,372.029,1,1
2702,1195,6,20,159.976,1342.49,1.66945,2.82028,0.467085,0.49625,0.163158,3.27735,2.12335,0.165174,0.116577,4.68952,3.14727,2.05634,-5.08027,1.6281,2.81995,0.578787,101.805,-0.834096,1.89051,0.254206,0.584381,1,0.847083,0.862643,-319.944,-254.9,0.698201,7.26206,0.683009,1.0023,372.029,1,1
2703,1195,9,24,159.976,2594.74,0.313046,2.43209,0.361854,0.568505,0.164802,2.45216,1.65782,0.164869,0.0143967,25.6288,0.497569,-3.02472,28.018,0.3618,2.50662,0.964152,225.914,-0.253531,1.91475,0.189417,0.529714,1,0.847083,0.862643,-89.0477,-274.597,0.698201,7.26206,0.683009,1.0023,372.029,1,1
2704,1196,7,12,197.958,487.752,2.27628,-1.91922,0.316794,0.565578,0.130332,2.97739,3.12997,0.13056,0.0438725,21.7887,0.803136,-1.87475,19.4711,2.3517,-2.19329,0.117355,114.283,1.25064,0.440709,0.167638,0.465148,0,0.842047,0.862814,425.45,-320.852,0.562193,5.22237,0.546955,-1.03256,433.302,1,1
2705,1196,8,15,197.958,390.183,2.34176,-2.32734,0.26748,0.776021,0.134942,3.30157,3.52508,0.134948,0.00594592,19.9018,0.0966435,-2.11788,21.8262,2.1708,-1.87997,0.262861,441.646,-0.339327,0.518822,0.155189,0.366208,1,0.842047,0.862814,470.952,-382.481,0.562193,5.22237,0.546955,-1.03256,433.302,1,1
2706,1197,3,11,133.112,400.496,-0.932351,3.31293,0.329374,0.56584,0.125161,3.44163,3.02651,0.125596,0.0572768,21.3117,1.08439,-1.32561,17.2222,-0.7236,3.13328,0.0821804,122.643,-0.588236,0.326315,0.169712,0.487098,1,0.844253,0.862737,-486.901,-224.917,0.61521,6.15714,0.599992,-0.0999473,388.832,1,1
2707,1197,8,20,133.112,1155.82,1.98896,-0.923309,0.411413,0.608408,0.120447,2.19282,2.12139,0.123115,0.0906824,34.8919,2.44994,-1.71772,20.673,1.809,-0.626656,0.633819,242.266,0.21026,0.805488,0.217016,0.566675,1,0.844253,0.862737,343.108,128.23,0.61521,6.15714,0.599992,-0.0999473,388.832,1,1
2708,1197,9,17,133.112,494.138,-2.31994,1.62288,0.243788,0.7836,0.154524,2.83123,3.25421,0.154607,0.0215151,21.087,0.378812,-0.247237,8.70071,-1.6281,1.56664,0.202557,462.942,0.625733,1.05448,0.124676,0.356611,1,0.844253,0.862737,-178.311,-430.014,0.61521,6.15714,0.599992,-0.0999473,388.832,1,1
2709,1198,5,12,25.4344,532.041,2.43787,1.14175,0.38748,0.443066,0.143814,2.69199,1.61866,0.143928,0.0221676,15.9549,0.784692,0.160902,6.21473,2.5326,1.25331,0.476034,61.9733,-0.161434,0.542506,0.21145,0.562586,0,0.843437,0.862754,18.5161,207.77,0.600762,6.01536,0.585539,-0.241187,435.075,1,1
2710,1199,2,13,47.7824,860.525,0.85293,-0.428904,0.567533,0.386498,0.125408,0.954698,1.29173,0.125439,0.00980789,62.4589,0.435041,-67.7865,475.856,0.9045,-0.313328,1.02585,58.7488,0.114286,0.49922,0.410691,0.71674,0,0.843683,0.862794,249.395,-65.2328,0.611624,6.02221,0.596404,-0.234757,350.596,1,1
2711,1199,6,12,47.7824,313.892,0.974779,-1.27762,0.399899,0.526441,0.124881,1.60702,2.14443,0.125163,0.035233,34.7788,0.941413,-22.3362,169.944,1.0854,-1.25331,0.139974,117.172,-0.0808783,0.386997,0.204338,0.560636,0,0.843683,0.862794,411.813,-84.73,0.611624,6.02221,0.596404,-0.234757,350.596,1,1
2712,1201,3,4,22.7291,213.434,-0.591566,0.607818,0.870775,0.234591,0.069608,0.84817,1.46139,0.0707574,0.0828589,52.5697,3.25035,0.119126,5.62429,-0.3618,0.626656,0.442635,3.53494,-2.828,0.147567,0.464101,0.939878,0,0.847424,0.862684,223.924,-130.938,0.704851,7.08993,0.68966,0.829993,346.452,1,1
2713,1202,3,12,69.7656,310.974,-1.97061,-0.337821,0.262807,0.657551,0.138978,1.99936,3.06294,0.139686,0.0669721,14.6008,1.25289,0.452115,4.58643,-1.4472,0,0.389175,232.88,0.51021,0.68885,0.133641,0.386097,0,0.847253,0.862681,453.266,-74.1519,0.700807,7.17954,0.685615,0.919713,418.704,1,1
2714,1202,5,9,69.7656,441.78,2.50791,-0.289248,0.498689,0.465473,0.116858,2.52454,2.02107,0.117027,0.0281498,28.9663,0.798049,-0.71449,12.4596,2.1708,0,0.571408,69.1614,0.563126,0.352047,0.290665,0.650111,1,0.847253,0.862681,-51.1745,333.923,0.700807,7.17954,0.685615,0.919713,418.704,1,1
2715,1202,9,12,69.7656,1380.31,-0.593151,0.955431,0.587152,0.422266,0.089715,1.12458,1.44339,0.0913861,0.0608534,56.8992,2.41631,-0.0221334,7.81345,-0.5427,0.939984,0.520041,50.4206,1.38518,0.41015,0.300622,0.765229,1,0.847253,0.862681,155.598,-139.376,0.700807,7.17954,0.685615,0.919713,418.704,1,1
2716,1203,0,13,123.626,680.637,3.0517,0.29018,0.444013,0.404917,0.16616,3.06546,2.28046,0.167632,0.136858,16.5322,3.44057,-0.196199,7.37082,3.0753,0.313328,0.0518122,32.6172,-0.109429,1.35915,0.250107,0.561815,1,0.84428,0.862741,149.763,331.051,0.618397,6.17767,0.60318,-0.0795373,402.726,1,1
2717,1203,4,20,123.626,2392.91,-0.798274,0.598443,0.513962,0.553503,0.126554,0.997685,1.66368,0.126959,0.0312732,44.9217,1.07708,0.141677,5.9,-0.3618,0.626656,0.962727,206.521,0.302625,0.665881,0.274717,0.638524,1,0.84428,0.862741,22.0236,-221.092,0.618397,6.17767,0.60318,-0.0795373,402.726,1,1
2718,1203,5,7,123.626,145.727,0.859475,-2.72387,0.474799,0.447116,0.103081,2.85625,3.58665,0.107758,0.258861,13.1307,4.13884,-13.0511,70.4245,0.9045,-2.81995,-0.194589,48.8944,-0.0525211,0.143848,0.296287,0.623241,0,0.84428,0.862741,719.674,-68.4647,0.618397,6.17767,0.60318,-0.0795373,402.726,1,1
2719,1203,6,17,123.626,1039.02,1.03698,3.06059,0.322565,0.536711,0.164147,3.23149,2.20628,0.164163,0.00989701,13.9636,0.25702,12.0251,-78.0202,1.0854,2.50662,0.206181,98.6607,-0.251329,1.41075,0.163878,0.471716,1,0.84428,0.862741,-362.329,58.2884,0.618397,6.17767,0.60318,-0.0795373,402.726,1,1
2720,1204,6,11,29.3989,369.664,-0.560086,0.121628,0.536325,0.526482,0.110023,0.57314,1.58892,0.110228,0.0207179,40.8014,0.747102,0.544072,3.53528,-0.1809,0.313328,0.876306,141.595,-0.0867419,0.218308,0.318489,0.654034,0,0.84541,0.862733,269.258,-7.38907,0.650176,7.23027,0.634969,0.971963,352.037,1,1
2721,1205,2,15,38.5551,847.297,2.38084,1.08141,0.348291,0.542,0.149155,2.61493,1.5514,0.149211,0.0121827,15.8762,0.449934,0.150377,5.9982,1.9899,0.939984,0.793418,158.942,0.120414,0.772987,0.223532,0.468734,0,0.844929,0.862761,-25.5672,200.218,0.63844,6.22842,0.623229,-0.0294973,386.288,1,1
2722,1206,0,7,44.7883,207.601,3.10601,0.979873,0.482469,0.45005,0.0998755,3.25691,2.2626,0.10018,0.0402647,13.5201,1.01968,0.0697367,6.32894,3.0753,0.939984,-0.0336447,46.2685,1.85571,0.291695,0.252499,0.622781,0,0.846452,0.862661,-239.787,297.397,0.680725,6.91391,0.665528,0.654653,374.318,1,1
2723,1206,2,8,44.7883,214.834,2.79169,0.0442791,0.472262,0.441779,0.112687,2.79204,2.11038,0.113576,0.0700671,25.6283,1.90264,-0.460363,11.0238,2.8944,0,-0.203533,46.7845,-0.053018,0.218836,0.291783,0.60247,1,0.846452,0.862661,-50.9012,372.685,0.680725,6.91391,0.665528,0.654653,374.318,1,1
2724,1206,5,9,44.7883,161.313,1.01216,-1.67274,0.401263,0.65659,0.104856,1.95513,2.54081,0.107055,0.0846255,29.347,1.90867,-31.2878,248.717,1.0854,-1.25331,0.349404,205.806,0.159391,0.123778,0.232405,0.522221,0,0.846452,0.862661,415.405,330.643,0.680725,6.91391,0.665528,0.654653,374.318,1,1
2725,1206,6,4,44.7883,65.602,1.44837,-2.10454,0.710298,0.248705,0.0973594,2.55477,3.02764,0.107278,0.596026,34.4225,11.3535,-503.549,6030.03,1.4472,-1.87997,0.549642,3.91207,1.20904e-05,0.176813,0.496784,0.858388,0,0.846452,0.862661,494.4,480.724,0.680725,6.91391,0.665528,0.654653,374.318,1,1
2726,1206,7,9,44.7883,209.905,-1.53815,1.30314,0.495696,0.504835,0.107395,2.01595,2.42494,0.118475,0.245928,35.6268,5.82072,-0.0812453,9.76923,-1.4472,1.25331,0.306015,79.2793,1.46094,0.306261,0.258431,0.615845,1,0.846452,0.862661,168.778,-356.766,0.680725,6.91391,0.665528,0.654653,374.318,1,1
2727,1206,9,6,44.7883,127.919,-0.376121,-1.31256,0.547589,0.41839,0.068486,1.36539,2.49525,0.0702104,0.0934926,11.2007,2.14727,1.94657,-4.81274,-0.5427,-1.56664,-0.250715,36.4444,-3.37939,0.172078,0.298486,0.764812,0,0.846452,0.862661,554.673,123.637,0.680725,6.91391,0.665528,0.654653,374.318,1,1
2728,1207,2,8,25.294,316.351,-0.116538,-0.0969308,0.617343,0.340162,0.106851,0.151581,1.35845,0.11307,0.155564,11.768,6.57568,1.25807,0.411963,0,0,0.478,19.5141,1.35555,0.303298,0.435399,0.757118,0,0.844965,0.862704,118.874,-241.182,0.632278,5.84504,0.617066,-0.412657,337.845,1,1
